_id,time,temperature,wind_speed,wind_direction,humidity,barometric_pressure,solar_radiation,precipitation
515,2019-01-22 11:59:59,1.7,0.92,207.0,66.0,940.0,233.0,0.0
516,2019-01-22 12:59:59,3.6,2.73,278.0,59.0,940.0,322.0,0.0
517,2019-01-22 13:59:59,4.5,3.82,272.0,55.0,939.0,331.0,0.0
518,2019-01-22 14:59:59,4.6,3.78,301.0,57.0,938.0,238.0,0.0
519,2019-01-22 15:59:59,3.8,4.62,278.0,66.0,938.0,155.0,0.0
520,2019-01-22 16:59:59,3.8,3.15,253.0,71.0,937.0,115.0,0.0
521,2019-01-22 17:59:59,3.3,2.92,267.0,78.0,937.0,28.0,0.0
522,2019-01-22 18:59:59,2.5,2.3,257.0,86.0,937.0,1.0,0.1
523,2019-01-22 19:59:59,2.2,1.27,257.0,88.0,937.0,0.0,0.0
524,2019-01-22 20:59:59,2.5,1.8,249.0,86.0,937.0,1.0,0.0
525,2019-01-22 21:59:59,3.0,1.1,245.0,79.0,937.0,1.0,0.0
526,2019-01-22 22:59:59,2.7,2.12,265.0,86.0,937.0,1.0,0.0
527,2019-01-22 23:59:59,2.9,2.53,272.0,84.0,936.0,0.0,0.0
528,2019-01-23 00:59:59,3.3,2.8,274.0,73.0,936.0,1.0,0.0
529,2019-01-23 01:59:59,3.2,3.47,278.0,73.0,936.0,0.0,0.0
530,2019-01-23 02:59:59,3.3,3.9,274.0,71.0,935.0,0.0,0.0
531,2019-01-23 03:59:59,3.5,4.37,272.0,70.0,935.0,0.0,0.0
532,2019-01-23 04:59:59,3.7,4.77,263.0,69.0,935.0,0.0,0.0
533,2019-01-23 05:59:59,3.8,4.85,262.0,70.0,935.0,1.0,0.1
534,2019-01-23 06:59:59,4.1,4.83,266.0,70.0,935.0,1.0,0.0
535,2019-01-23 07:59:59,4.4,4.75,255.0,69.0,934.0,1.0,0.0
536,2019-01-23 08:59:59,5.0,5.37,254.0,67.0,934.0,32.0,0.0
537,2019-01-23 09:59:59,6.1,4.0,248.0,64.0,934.0,191.0,0.0
538,2019-01-23 10:59:59,7.4,2.72,247.0,60.0,934.0,322.0,0.0
539,2019-01-23 11:59:59,8.5,5.13,298.0,55.0,934.0,315.0,0.0
540,2019-01-23 12:59:59,9.2,5.77,287.0,54.0,934.0,505.0,0.0
541,2019-01-23 13:59:59,9.2,6.25,298.0,54.0,934.0,463.0,0.0
542,2019-01-23 14:59:59,9.6,5.87,287.0,53.0,933.0,413.0,0.0
543,2019-01-23 15:59:59,9.5,6.03,267.0,54.0,933.0,310.0,0.0
544,2019-01-23 16:59:59,9.1,6.03,278.0,55.0,933.0,137.0,0.0
545,2019-01-23 17:59:59,9.1,4.85,283.0,55.0,933.0,48.0,0.0
546,2019-01-23 18:59:59,9.1,5.42,284.0,55.0,933.0,2.0,0.0
547,2019-01-23 19:59:59,9.1,4.98,292.0,55.0,933.0,0.0,0.0
548,2019-01-23 20:59:59,9.1,4.93,284.0,54.0,933.0,0.0,0.0
549,2019-01-23 21:59:59,8.7,4.5,246.0,55.0,933.0,0.0,0.0
550,2019-01-23 22:59:59,8.5,4.48,278.0,56.0,933.0,0.0,0.0
551,2019-01-23 23:59:59,8.3,3.38,256.0,57.0,934.0,0.0,0.0
552,2019-01-24 00:59:59,8.3,1.15,298.0,56.0,934.0,0.0,0.0
553,2019-01-24 01:59:59,7.3,0.92,185.0,59.0,934.0,0.0,0.0
554,2019-01-24 02:59:59,7.1,0.77,267.0,60.0,933.0,0.0,0.0
555,2019-01-24 03:59:59,7.0,0.8,65.0,60.0,934.0,0.0,0.0
556,2019-01-24 04:59:59,6.7,0.5,142.0,62.0,934.0,0.0,0.0
557,2019-01-24 05:59:59,7.1,2.0,284.0,62.0,934.0,0.0,0.0
558,2019-01-24 06:59:59,7.3,2.72,306.0,63.0,934.0,0.0,0.0
559,2019-01-24 07:59:59,6.8,1.43,89.0,63.0,934.0,0.0,0.0
560,2019-01-24 08:59:59,6.7,1.03,106.0,63.0,935.0,22.0,0.0
561,2019-01-24 09:59:59,8.2,1.5,137.0,58.0,935.0,153.0,0.0
562,2019-01-24 10:59:59,9.4,1.72,143.0,54.0,935.0,287.0,0.0
563,2019-01-24 11:59:59,9.9,1.28,142.0,52.0,935.0,274.0,0.0
564,2019-01-24 12:59:59,11.0,0.93,263.0,49.0,936.0,209.0,0.0
565,2019-01-24 13:59:59,11.2,1.48,345.0,46.0,936.0,139.0,0.0
566,2019-01-24 14:59:59,11.5,1.28,333.0,46.0,936.0,91.0,0.0
567,2019-01-24 15:59:59,11.6,2.27,5.0,46.0,936.0,164.0,0.0
568,2019-01-24 16:59:59,11.2,2.17,12.0,49.0,936.0,158.0,0.0
569,2019-01-24 17:59:59,10.3,2.35,14.0,55.0,937.0,57.0,0.0
570,2019-01-24 18:59:59,8.8,1.83,59.0,62.0,937.0,2.0,0.0
571,2019-01-24 19:59:59,8.1,1.32,32.0,64.0,938.0,0.0,0.0
572,2019-01-24 20:59:59,7.9,1.62,48.0,65.0,938.0,1.0,0.0
573,2019-01-24 21:59:59,7.3,0.65,87.0,67.0,938.0,0.0,0.0
574,2019-01-24 22:59:59,7.3,1.33,48.0,66.0,939.0,0.0,0.0
575,2019-01-24 23:59:59,7.3,1.25,26.0,65.0,939.0,0.0,0.0
576,2019-01-25 00:59:59,7.0,1.7,37.0,66.0,939.0,0.0,0.0
577,2019-01-25 01:59:59,6.6,1.55,358.0,68.0,939.0,0.0,0.0
578,2019-01-25 02:59:59,5.9,0.95,312.0,71.0,939.0,0.0,0.0
579,2019-01-25 03:59:59,5.8,0.63,262.0,71.0,940.0,0.0,0.0
580,2019-01-25 04:59:59,5.6,0.67,67.0,72.0,940.0,0.0,0.0
581,2019-01-25 05:59:59,5.4,1.48,211.0,71.0,940.0,0.0,0.0
582,2019-01-25 06:59:59,4.9,1.57,31.0,73.0,940.0,0.0,0.0
583,2019-01-25 07:59:59,5.5,1.38,298.0,67.0,940.0,0.0,0.0
584,2019-01-25 08:59:59,6.0,0.97,311.0,64.0,941.0,15.0,0.0
585,2019-01-25 09:59:59,7.9,1.55,289.0,56.0,941.0,123.0,0.0
586,2019-01-25 10:59:59,9.4,2.4,306.0,49.0,941.0,278.0,0.0
587,2019-01-25 11:59:59,10.0,3.47,317.0,46.0,941.0,419.0,0.0
588,2019-01-25 12:59:59,10.9,3.52,0.0,41.0,942.0,511.0,0.0
589,2019-01-25 13:59:59,11.0,4.03,78.0,41.0,941.0,544.0,0.0
590,2019-01-25 14:59:59,11.9,2.67,67.0,36.0,941.0,511.0,0.0
591,2019-01-25 15:59:59,11.9,3.67,36.0,34.0,941.0,427.0,0.0
592,2019-01-25 16:59:59,11.6,2.48,31.0,33.0,941.0,285.0,0.0
593,2019-01-25 17:59:59,10.6,2.23,116.0,37.0,941.0,113.0,0.0
594,2019-01-25 18:59:59,9.1,2.47,48.0,42.0,941.0,2.0,0.0
595,2019-01-25 19:59:59,7.7,2.73,54.0,47.0,942.0,0.0,0.0
596,2019-01-25 20:59:59,6.6,3.42,48.0,54.0,942.0,0.0,0.0
597,2019-01-25 21:59:59,6.0,3.4,76.0,57.0,942.0,0.0,0.0
598,2019-01-25 22:59:59,5.5,2.75,77.0,57.0,943.0,0.0,0.0
599,2019-01-25 23:59:59,4.7,1.58,43.0,59.0,943.0,0.0,0.0
600,2019-01-26 00:59:59,4.1,1.25,39.0,63.0,943.0,0.0,0.0
601,2019-01-26 01:59:59,3.2,1.78,62.0,67.0,943.0,0.0,0.0
602,2019-01-26 02:59:59,2.3,0.68,90.0,71.0,943.0,0.0,0.0
603,2019-01-26 03:59:59,2.1,0.83,62.0,72.0,943.0,0.0,0.0
604,2019-01-26 04:59:59,2.0,0.72,59.0,74.0,943.0,0.0,0.0
605,2019-01-26 05:59:59,1.5,0.45,59.0,75.0,943.0,0.0,0.0
606,2019-01-26 06:59:59,1.1,0.47,43.0,76.0,942.0,0.0,0.0
607,2019-01-26 07:59:59,0.4,0.83,54.0,78.0,943.0,0.0,0.0
608,2019-01-26 08:59:59,0.7,0.65,31.0,76.0,943.0,18.0,0.0
609,2019-01-26 09:59:59,2.6,0.75,70.0,68.0,943.0,133.0,0.0
610,2019-01-26 10:59:59,4.3,0.68,78.0,61.0,943.0,284.0,0.0
611,2019-01-26 11:59:59,6.1,0.85,78.0,56.0,943.0,408.0,0.0
612,2019-01-26 12:59:59,7.0,1.2,203.0,54.0,943.0,489.0,0.0
613,2019-01-26 13:59:59,8.1,1.42,233.0,49.0,942.0,505.0,0.0
614,2019-01-26 14:59:59,9.1,1.53,254.0,47.0,942.0,457.0,0.0
615,2019-01-26 15:59:59,10.7,1.83,237.0,41.0,941.0,431.0,0.0
616,2019-01-26 16:59:59,9.9,2.02,257.0,44.0,941.0,229.0,0.0
617,2019-01-26 17:59:59,9.9,0.97,233.0,45.0,940.0,109.0,0.0
618,2019-01-26 18:59:59,8.7,1.1,203.0,48.0,940.0,2.0,0.0
619,2019-01-26 19:59:59,7.7,1.58,246.0,52.0,940.0,0.0,0.0
620,2019-01-26 20:59:59,6.9,1.27,272.0,55.0,940.0,0.0,0.0
621,2019-01-26 21:59:59,6.0,0.78,225.0,58.0,940.0,0.0,0.0
622,2019-01-26 22:59:59,5.3,1.17,263.0,61.0,940.0,0.0,0.0
623,2019-01-26 23:59:59,4.6,1.57,274.0,65.0,939.0,0.0,0.0
624,2019-01-27 00:59:59,3.6,1.33,273.0,69.0,939.0,0.0,0.0
625,2019-01-27 01:59:59,3.4,1.85,263.0,71.0,939.0,0.0,0.0
626,2019-01-27 02:59:59,3.2,1.32,278.0,73.0,939.0,0.0,0.0
627,2019-01-27 03:59:59,2.8,0.88,263.0,76.0,938.0,0.0,0.0
628,2019-01-27 04:59:59,2.1,0.63,337.0,78.0,938.0,0.0,0.0
629,2019-01-27 05:59:59,1.1,0.45,175.0,80.0,938.0,0.0,0.0
630,2019-01-27 06:59:59,2.4,0.68,233.0,70.0,937.0,0.0,0.0
631,2019-01-27 07:59:59,4.0,2.0,300.0,63.0,937.0,0.0,0.0
632,2019-01-27 08:59:59,5.2,3.13,263.0,61.0,937.0,17.0,0.0
633,2019-01-27 09:59:59,5.9,4.35,265.0,59.0,938.0,148.0,0.0
634,2019-01-27 10:59:59,6.3,3.7,337.0,55.0,938.0,311.0,0.0
635,2019-01-27 11:59:59,5.8,3.48,299.0,54.0,939.0,238.0,0.0
636,2019-01-27 12:59:59,7.7,2.33,299.0,44.0,939.0,521.0,0.0
637,2019-01-27 13:59:59,8.3,3.38,344.0,32.0,939.0,561.0,0.0
638,2019-01-27 14:59:59,8.9,2.57,245.0,35.0,939.0,518.0,0.0
639,2019-01-27 15:59:59,9.2,2.95,280.0,34.0,939.0,429.0,0.0
640,2019-01-27 16:59:59,8.5,3.73,281.0,34.0,939.0,241.0,0.0
641,2019-01-27 17:59:59,7.5,3.83,277.0,38.0,939.0,99.0,0.0
642,2019-01-27 18:59:59,6.3,2.82,286.0,43.0,939.0,2.0,0.0
643,2019-01-27 19:59:59,5.8,2.88,290.0,47.0,940.0,0.0,0.0
644,2019-01-27 20:59:59,5.3,3.53,285.0,51.0,940.0,0.0,0.0
645,2019-01-27 21:59:59,4.9,3.82,263.0,53.0,940.0,0.0,0.0
646,2019-01-27 22:59:59,4.1,3.27,284.0,55.0,940.0,0.0,0.0
647,2019-01-27 23:59:59,3.6,2.67,283.0,54.0,940.0,0.0,0.0
648,2019-01-28 00:59:59,3.5,2.4,307.0,53.0,940.0,0.0,0.0
649,2019-01-28 01:59:59,3.1,1.25,278.0,54.0,940.0,0.0,0.0
650,2019-01-28 02:59:59,2.9,1.35,298.0,53.0,940.0,0.0,0.0
651,2019-01-28 03:59:59,2.6,0.62,263.0,52.0,940.0,0.0,0.0
652,2019-01-28 04:59:59,2.8,1.27,342.0,49.0,940.0,0.0,0.0
653,2019-01-28 05:59:59,2.6,1.25,267.0,54.0,940.0,0.0,0.0
654,2019-01-28 06:59:59,2.5,2.68,262.0,57.0,940.0,0.0,0.0
655,2019-01-28 07:59:59,2.0,2.47,274.0,58.0,940.0,0.0,0.0
656,2019-01-28 08:59:59,1.9,2.22,255.0,64.0,940.0,21.0,0.0
657,2019-01-28 09:59:59,2.9,2.87,257.0,62.0,940.0,128.0,0.0
658,2019-01-28 10:59:59,4.4,2.6,246.0,60.0,940.0,289.0,0.0
659,2019-01-28 11:59:59,7.1,2.57,262.0,53.0,940.0,399.0,0.0
660,2019-01-28 12:59:59,8.2,3.55,263.0,48.0,940.0,385.0,0.0
661,2019-01-28 13:59:59,9.5,3.95,293.0,43.0,939.0,531.0,0.0
662,2019-01-28 14:59:59,10.2,3.92,259.0,43.0,939.0,519.0,0.0
663,2019-01-28 15:59:59,10.1,5.47,264.0,42.0,939.0,418.0,0.0
664,2019-01-28 16:59:59,10.0,5.48,295.0,41.0,939.0,311.0,0.0
665,2019-01-28 17:59:59,9.6,4.15,287.0,42.0,939.0,132.0,0.0
666,2019-01-28 18:59:59,8.5,2.48,286.0,48.0,939.0,3.0,0.0
667,2019-01-28 19:59:59,7.6,3.78,281.0,56.0,940.0,0.0,0.0
668,2019-01-28 20:59:59,7.4,3.52,271.0,54.0,940.0,0.0,0.0
669,2019-01-28 21:59:59,6.9,3.18,293.0,52.0,940.0,0.0,0.0
670,2019-01-28 22:59:59,6.2,3.72,298.0,50.0,940.0,0.0,0.0
671,2019-01-28 23:59:59,5.5,3.6,285.0,53.0,940.0,0.0,0.0
672,2019-01-29 00:59:59,4.7,3.13,284.0,57.0,940.0,0.0,0.0
673,2019-01-29 01:59:59,4.0,3.07,308.0,61.0,940.0,0.0,0.0
674,2019-01-29 02:59:59,3.4,3.03,284.0,64.0,940.0,0.0,0.0
675,2019-01-29 03:59:59,3.1,2.03,300.0,64.0,940.0,0.0,0.0
676,2019-01-29 04:59:59,3.1,1.9,308.0,62.0,940.0,0.0,0.0
677,2019-01-29 05:59:59,3.0,1.62,268.0,61.0,940.0,0.0,0.0
678,2019-01-29 06:59:59,3.1,3.22,278.0,61.0,939.0,0.0,0.0
679,2019-01-29 07:59:59,2.6,2.32,263.0,64.0,939.0,1.0,0.0
680,2019-01-29 08:59:59,2.6,2.2,267.0,69.0,939.0,11.0,0.0
681,2019-01-29 09:59:59,4.3,2.7,274.0,66.0,939.0,107.0,0.0
682,2019-01-29 10:59:59,4.1,2.63,248.0,67.0,939.0,143.0,0.0
683,2019-01-29 11:59:59,4.8,2.77,252.0,68.0,938.0,211.0,0.0
684,2019-01-29 12:59:59,4.9,3.82,246.0,70.0,938.0,330.0,0.0
685,2019-01-29 13:59:59,6.9,3.45,263.0,60.0,937.0,438.0,0.0
686,2019-01-29 14:59:59,7.6,3.85,262.0,58.0,937.0,283.0,0.0
687,2019-01-29 15:59:59,6.2,3.42,254.0,70.0,936.0,66.0,0.0
688,2019-01-29 16:59:59,6.8,3.67,251.0,67.0,936.0,79.0,0.0
689,2019-01-29 17:59:59,6.8,4.13,255.0,68.0,936.0,48.0,0.0
690,2019-01-29 18:59:59,6.3,3.6,260.0,73.0,935.0,3.0,0.0
691,2019-01-29 19:59:59,6.5,3.95,261.0,70.0,936.0,2.0,0.0
692,2019-01-29 20:59:59,7.4,3.75,274.0,55.0,936.0,0.0,0.0
693,2019-01-29 21:59:59,6.4,4.37,267.0,51.0,937.0,0.0,0.0
694,2019-01-29 22:59:59,5.5,5.02,298.0,51.0,937.0,0.0,0.0
695,2019-01-29 23:59:59,4.8,3.82,298.0,53.0,937.0,0.0,0.0
696,2019-01-30 00:59:59,4.1,2.17,289.0,55.0,937.0,0.0,0.0
697,2019-01-30 01:59:59,3.7,2.33,272.0,54.0,937.0,1.0,0.0
698,2019-01-30 02:59:59,3.5,3.3,285.0,55.0,937.0,1.0,0.0
699,2019-01-30 03:59:59,3.1,2.88,256.0,59.0,937.0,1.0,0.0
700,2019-01-30 04:59:59,2.9,3.87,307.0,59.0,937.0,1.0,0.0
701,2019-01-30 05:59:59,2.5,2.58,292.0,62.0,937.0,0.0,0.0
702,2019-01-30 06:59:59,2.2,3.53,253.0,62.0,937.0,1.0,0.0
703,2019-01-30 07:59:59,1.9,2.88,263.0,62.0,937.0,0.0,0.0
704,2019-01-30 08:59:59,2.0,2.22,277.0,60.0,937.0,21.0,0.0
705,2019-01-30 09:59:59,3.4,2.22,237.0,54.0,937.0,139.0,0.0
706,2019-01-30 10:59:59,4.2,2.77,261.0,50.0,937.0,312.0,0.0
707,2019-01-30 11:59:59,4.8,3.23,292.0,45.0,937.0,411.0,0.0
708,2019-01-30 12:59:59,5.2,4.02,261.0,43.0,937.0,515.0,0.0
709,2019-01-30 13:59:59,6.0,3.52,257.0,39.0,936.0,513.0,0.0
710,2019-01-30 14:59:59,7.5,3.4,263.0,32.0,936.0,523.0,0.0
711,2019-01-30 15:59:59,6.2,3.68,247.0,40.0,935.0,202.0,0.0
712,2019-01-30 16:59:59,5.8,3.67,254.0,41.0,935.0,111.0,0.0
713,2019-01-30 17:59:59,5.5,3.75,256.0,47.0,935.0,45.0,0.0
714,2019-01-30 18:59:59,4.2,4.0,253.0,63.0,935.0,3.0,0.0
715,2019-01-30 19:59:59,3.1,3.9,263.0,83.0,935.0,1.0,0.0
716,2019-01-30 20:59:59,2.8,3.22,249.0,93.0,934.0,1.0,1.0
717,2019-01-30 21:59:59,2.9,3.37,237.0,97.0,933.0,2.0,0.9
718,2019-01-30 22:59:59,2.9,2.75,253.0,98.0,933.0,2.0,1.2
719,2019-01-30 23:59:59,3.1,2.98,257.0,99.0,933.0,2.0,0.6
720,2019-01-31 00:59:59,3.4,3.37,244.0,100.0,932.0,2.0,0.4
721,2019-01-31 01:59:59,3.8,3.53,234.0,100.0,932.0,2.0,0.1
722,2019-01-31 02:59:59,4.2,3.82,245.0,100.0,931.0,2.0,0.1
723,2019-01-31 03:59:59,4.8,4.03,248.0,100.0,931.0,2.0,0.0
724,2019-01-31 04:59:59,5.3,3.75,257.0,98.0,931.0,2.0,0.0
725,2019-01-31 05:59:59,6.0,3.75,256.0,97.0,931.0,3.0,0.0
726,2019-01-31 06:59:59,6.2,4.15,254.0,97.0,931.0,2.0,0.0
727,2019-01-31 07:59:59,6.3,3.4,250.0,95.0,930.0,2.0,0.0
728,2019-01-31 08:59:59,6.3,3.65,254.0,93.0,931.0,9.0,0.0
729,2019-01-31 09:59:59,6.2,3.92,248.0,90.0,931.0,30.0,0.0
730,2019-01-31 10:59:59,6.4,4.65,258.0,91.0,931.0,90.0,0.0
731,2019-01-31 11:59:59,7.0,6.05,245.0,87.0,931.0,321.0,0.0
732,2019-01-31 12:59:59,8.0,6.15,262.0,80.0,931.0,337.0,0.0
733,2019-01-31 13:59:59,8.1,6.13,261.0,82.0,931.0,256.0,0.0
734,2019-01-31 14:59:59,8.4,6.73,253.0,81.0,930.0,322.0,0.0
735,2019-01-31 15:59:59,8.3,6.85,263.0,83.0,930.0,219.0,0.0
736,2019-01-31 16:59:59,8.2,6.82,254.0,84.0,930.0,93.0,0.0
737,2019-01-31 17:59:59,8.2,5.93,246.0,83.0,929.0,39.0,0.0
738,2019-01-31 18:59:59,7.9,5.4,263.0,82.0,929.0,4.0,0.0
739,2019-01-31 19:59:59,7.6,5.27,237.0,86.0,929.0,2.0,0.0
740,2019-01-31 20:59:59,7.3,5.28,241.0,85.0,929.0,2.0,0.0
741,2019-01-31 21:59:59,6.7,4.8,246.0,88.0,928.0,2.0,0.0
742,2019-01-31 22:59:59,5.9,2.97,248.0,98.0,928.0,2.0,1.1
743,2019-01-31 23:59:59,5.8,2.97,206.0,99.0,927.0,2.0,0.4
